1,2.2407,4.6725
2,2.1573,5.9318
3,2.1040,7.2826
4,2.0660,7.7448
5,2.0158,7.5918
6,1.9754,7.7204
7,1.9155,8.0922
8,1.8663,8.6997
9,1.8411,9.2910
10,1.8019,9.7572
11,1.7786,9.4475
12,1.7442,9.6496
13,1.7310,9.7611
14,1.7093,9.4148
15,1.7044,9.0609
16,1.6681,8.5782
17,1.6697,7.8552
18,1.6143,7.8172
19,1.5983,7.6070
20,1.6070,6.9526
21,1.5836,6.3831
22,1.5554,6.1608
23,1.5371,5.9422
24,1.5226,5.8707
25,1.5069,5.4930
26,1.4601,4.9142
27,1.4440,4.5555
28,1.4191,4.5900
29,1.4260,4.4551
30,1.3903,4.0993
31,1.3710,3.5688
32,1.3697,3.5134
33,1.3129,3.4012
34,1.3115,3.2313
35,1.2388,2.9787
36,1.2520,2.8111
37,1.2353,2.6284
38,1.1988,2.5204
39,1.1932,2.4265
40,1.1602,2.3426
41,1.1407,2.2512
42,1.1312,2.1724
43,1.0953,2.0100
44,1.1026,1.8391
45,1.0686,1.6638
46,1.0579,1.6840
47,1.0251,1.6307
48,0.9912,1.5477
49,0.9845,1.4771
50,0.9796,1.4143
51,0.9659,1.3787
52,0.9350,1.3312
53,0.9053,1.2768
54,0.8755,1.2106
55,0.8702,1.1827
56,0.8390,1.1257
57,0.8728,1.1135
58,0.8439,1.1089
59,0.8242,1.0681
60,0.8221,1.0376
61,0.7808,1.0238
62,0.7923,0.9830
63,0.7467,0.9753
64,0.7599,0.9612
65,0.7743,0.9493
66,0.7286,0.9540
67,0.7331,0.9434
68,0.7416,0.9019
69,0.7136,0.8857
70,0.7060,0.8800
71,0.6922,0.8713
72,0.6731,0.8668
73,0.6585,0.8629
74,0.6495,0.8670
75,0.6388,0.8544
76,0.6285,0.8234
77,0.6062,0.8140
78,0.6088,0.8233
79,0.5884,0.8383
80,0.5895,0.8230
81,0.5964,0.7884
82,0.5795,0.7751
83,0.5785,0.7772
84,0.5799,0.7904
85,0.5439,0.7990
86,0.5483,0.7913
87,0.5486,0.7760
88,0.5046,0.7572
89,0.5163,0.7511
90,0.4915,0.7609
91,0.5221,0.7672
92,0.4931,0.7599
93,0.5084,0.7596
94,0.4588,0.7581
95,0.4751,0.7488
96,0.4596,0.7404
97,0.4564,0.7391
98,0.4343,0.7364
99,0.4279,0.7465
100,0.4357,0.7548
101,0.4588,0.7575
102,0.4147,0.7405
103,0.4229,0.7295
104,0.3926,0.7309
105,0.4035,0.7310
106,0.4265,0.7281
107,0.3938,0.7291
108,0.4154,0.7358
109,0.4144,0.7370
110,0.3914,0.7320
111,0.3763,0.7273
112,0.3634,0.7286
113,0.3571,0.7357
114,0.3525,0.7455
115,0.3580,0.7443
116,0.3606,0.7335
117,0.3287,0.7222
118,0.3442,0.7242
119,0.3156,0.7319
120,0.3529,0.7419
121,0.3262,0.7355
122,0.3171,0.7351
123,0.3284,0.7296
124,0.3153,0.7402
125,0.3183,0.7375
126,0.3136,0.7261
127,0.3070,0.7225
128,0.2816,0.7271
129,0.2688,0.7228
130,0.2883,0.7173
131,0.2916,0.7154
132,0.2829,0.7232
133,0.2781,0.7326
134,0.2767,0.7401
135,0.2738,0.7408
136,0.2788,0.7288
137,0.2579,0.7280
138,0.2730,0.7221
139,0.2574,0.7256
140,0.2574,0.7307
141,0.2772,0.7295
142,0.2301,0.7267
143,0.2504,0.7118
144,0.2492,0.7003
145,0.2485,0.7047
146,0.2205,0.7197
147,0.2119,0.7259
148,0.2273,0.7265
149,0.2104,0.7245
150,0.2468,0.7299
151,0.2309,0.7259
152,0.2292,0.7324
153,0.2200,0.7375
154,0.2089,0.7429
155,0.2152,0.7327
156,0.1978,0.7174
157,0.2011,0.7110
158,0.2211,0.7083
159,0.2212,0.7201
160,0.1870,0.7202
161,0.1985,0.7145
162,0.1925,0.7056
163,0.2050,0.7042
164,0.2124,0.7102
165,0.1813,0.7218
166,0.1801,0.7202
167,0.1862,0.7094
168,0.1978,0.7113
169,0.1762,0.7173
170,0.1913,0.7236
171,0.1769,0.7259
172,0.1624,0.7309
173,0.1656,0.7278
174,0.1504,0.7220
175,0.1767,0.7099
176,0.1639,0.7047
177,0.1726,0.7065
178,0.1474,0.7162
179,0.1509,0.7220
180,0.1607,0.7173
181,0.1506,0.7158
182,0.1535,0.7171
183,0.1459,0.7185
184,0.1472,0.7087
185,0.1713,0.7129
186,0.1421,0.7216
187,0.1448,0.7157
188,0.1562,0.7116
189,0.1358,0.7145
190,0.1558,0.7129
191,0.1501,0.7262
192,0.1443,0.7305
193,0.1462,0.7316
194,0.1420,0.7488
195,0.1365,0.7603
196,0.1418,0.7573
197,0.1341,0.7442
198,0.1313,0.7319
199,0.1389,0.7167
200,0.1327,0.7142
201,0.1297,0.7162
202,0.1256,0.7020
203,0.1318,0.6910
204,0.1298,0.6920
205,0.1088,0.7025
206,0.1085,0.7248
207,0.1199,0.7296
208,0.1173,0.7259
209,0.1091,0.7305
210,0.1242,0.7426
211,0.1080,0.7569
212,0.1098,0.7578
213,0.1006,0.7474
214,0.1108,0.7333
215,0.1219,0.7172
216,0.1163,0.7032
217,0.1179,0.7063
218,0.0964,0.7101
219,0.0920,0.7132
220,0.1031,0.7098
221,0.1212,0.7130
222,0.1077,0.7210
223,0.1154,0.7249
224,0.1080,0.7271
225,0.1096,0.7174
226,0.1055,0.7185
227,0.0988,0.7265
228,0.0947,0.7426
229,0.0986,0.7380
230,0.0940,0.7210
231,0.0995,0.7100
232,0.1099,0.7111
233,0.1097,0.7112
234,0.1055,0.7157
235,0.0999,0.7294
236,0.0902,0.7377
237,0.0912,0.7390
238,0.1070,0.7273
239,0.0896,0.7114
240,0.0897,0.7078
241,0.1161,0.7269
242,0.0880,0.7428
243,0.0918,0.7436
244,0.0918,0.7451
245,0.0914,0.7356
246,0.0887,0.7275
247,0.0754,0.7338
248,0.0929,0.7488
249,0.0883,0.7450
250,0.0857,0.7503
